Country Code,Country,Year,PV cumulative capacity (MW),Last year's PV cumulative capacity (MW),PV added capacity (MW),Solar PV Module Cost (2019 US$ per W),Population,Land area (km^2),Urban land area (km^2),Rural land area (km^2),Agricultural land (km^2),Forest area (km^2),Public Investments in solar energy (2019 million USD),KOFGI,GDP (current US$),GNI (current US$),Access to electricity (% of population),Primary education,Secondary education,Tertiary education,"Average Theoretical potential (GHI, kWh/m2/day), long-term",Research and development expenditure (% of GDP),Investment in energy with private participation (current US$),Gini index (World Bank estimate),Ease of doing business rank (1=most business-friendly regulations),Duration of compulsory education (years),Labor force,Total unemployment,"Agriculture, forestry, and fishing, value added (current US$)","Manufacturing, value added (current US$)","Industry (including construction), value added (current US$)",electricity net generation (billion kWh),electricity net consumption (billion kWh),nuclear electricity net generation (billion kWh),fossil fuels electricity net generation (billion kWh),Cloud coverage (%),Daylight hours (min/day),Precipitation,Snowfall (mm/h),Temperature (C)
ADO,Andorra,2013,0,0,0,0.696333333,,,,,,,,48.38055038,,,,,,,,,,,,,,,,,,,,,,,,,,
ADO,Andorra,2014,0.186,0,0.186,0.6415,,,,,,,,46.9169426,,,,,,,,,,,,,,,,,,,,,,,,,,
ADO,Andorra,2015,0.226,0.186,0.04,0.5965,,,,,,,,49.40379333,,,,,,,,,,,,,,,,,,,,,,,,,,
ADO,Andorra,2016,0.244,0.226,0.018,0.5505,,,,,,,,49.53452682,,,,,,,,,,,,,,,,,,,,,,,,,,
ADO,Andorra,2017,0.489,0.244,0.245,0.462166667,,,,,,,,50.65415192,,,,,,,,,,,,,,,,,,,,,,,,,,
ADO,Andorra,2018,1.09,0.489,0.601,0.4115,,,,,,,,51.06523132,,,,,,,,,,,,,,,,,,,,,,,,,,
ADO,Andorra,2019,1.989,1.09,0.899,0.37725,,,,,,,,50.7281456,,,,,,,,,,,,,,,,,,,,,,,,,,
ADO,Andorra,2020,2.889,1.989,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,Angola,2000,0,,,4.879966188,16395477,1246700,1427.029541,1248198.625,469613.9,777086.1,,41.87970352,9129634978,7448767581,,,2011115.144,,5.75,,,52,,4,6691044,269649.08725,517165479.8,263861361.5,6584562522,1.40402,1.19302,0,0.50102,55.406913667,726.59074351,0.1184254566,7.7666667e-8,21.890973667
AGO,Angola,2001,0.034,0,0.034,4.773879966,16945753,1246700,1427.029541,1248198.625,475164.51,771535.49,,40.7572937,8936063723,7375076435,20,,2347617.1234,,5.75,,,,,4,6917424,276973.6699,728859048.2,346102756.8,5798058745,1.59074,1.35274,0,0.58374,56.522140917,726.5344487,0.131399261,3.8833333e-8,21.905116583
AGO,Angola,2002,0.186,0.034,0.152,4.031276416,17519418,1246700,1427.029541,1248198.625,480715.12,765984.88,,38.94805527,15285594828,13650938445,26.38386917,,2625037.7863,124976.52235,5.75,,,,,4,7158186,283535.74503,892609949,559731834.5,8571519056,1.71668,1.45868,0,0.58468,57.769230583,726.53548298,0.1391589176,5.825e-8,22.09511
AGO,Angola,2003,0.245,0.186,0.059,3.978233305,18121477,1246700,1427.029541,1248198.625,486265.73,760434.27,0.05,40.20016861,17812705294,16086223836,27.4656353,,,477500.91714,5.75,,45000000,,,4,7414108,293450.39056,1104099935,712475155.6,9461574028,1.93776,1.64976,0,0.70876,56.924329333,726.53650716,0.1282205258,3.8833333e-8,22.250081083
AGO,Angola,2004,0.419,0.245,0.174,4.137362637,18758138,1246700,1427.029541,1248198.625,491816.34,754883.66,,40.2421608,23552052408,21063484641,28.53676033,,,370612.02747,5.75,,,,,4,7685303,300956.45695,1472209718,1102692323,12866467697,2.18608,1.59608,0,0.45308,55.705783167,726.59113817,0.1285698047,0,21.903699333
AGO,Angola,2005,0.616,0.419,0.197,4.243448859,19433604,1246700,1427.029541,1248198.625,497366.95,749333.05,,41.23426056,36970918699,32940028096,29.59622383,,,473970.05876,5.75,,,,,4,7971743,309463.06079,1870877460,1446628996,22331171894,2.72998,2.06798,0,0.53298,54.780498917,726.53474731,0.1272003053,3.8833333e-8,22.460313
AGO,Angola,2006,0.793,0.616,0.177,4.455621302,20149905,1246700,1427.029541,1248198.625,502917.56,743782.44,,41.72178268,52381006892,46203141535,30.64655495,,,479531.49093,5.75,,9400000,,,4,8257189,318562.35492,2719244833,1892429280,30438252763,3.24054,2.85054,0,0.60254,58.269304417,726.53571591,0.1373928321,5.825e-8,21.741396833
AGO,Angola,2007,2.659,0.793,1.866,4.137362637,20905360,1246700,1427.029541,1248198.625,508468.17,738231.83,,42.60160065,65266452081,57667420502,37.5,20690783.081,,,5.75,,,,,6,8560730,327105.50178,3421449079,2218727582,40389189578,3.1488,2.7178,0,0.6768,56.78302025,726.53666522,0.1238591429,5.825e-8,22.12990625
AGO,Angola,2008,4.796,2.659,2.137,3.447802198,21695636,1246700,1427.029541,1248198.625,514018.78,732681.22,,42.73075867,88538611205,74821071499,38.49,22819514.703,4618883.5809,,5.75,,,42.7,,6,8879695,336806.82984,4254580695,3064973678,53348780923,4.06368,3.64768,0,0.96068,53.739990833,726.59125927,0.1287551318,1.9416667e-8,22.0155995
AGO,Angola,2009,5.3,4.796,0.504,2.386939983,22514275,1246700,1427.029541,1248198.625,519569.39,727130.61,,43.69822693,70307163678,63484025273,33.80418396,23444242.776,5109063.2601,,5.75,,120000000,,,6,9211974,348212.61453,4655175862,3592289538,30974788504,4.60554,4.13154,0,1.54254,56.992856,726.53475518,0.128886098,5.825e-8,22.280352583
AGO,Angola,2010,7.098,5.3,1.798,2.04475,23356247,1246700,1427.029541,1248198.625,525120,721580,,44.30893707,83799496611,75712633817,34.87972641,24706480.141,6133168.3115,,5.75,,,,,6,9556361,901164.87145,5179054574,3805983583,43884484820,5.31724,4.69024,0,1.64124,54.745284167,726.53567114,0.1353354658,1.9416667e-8,22.376573167
AGO,Angola,2011,7.718,7.098,0.62,1.67725,24220660,1246700,1427.029541,1248198.625,530670.62,716029.38,0.22,44.75793076,111790000000,102092000000,34.6,28950989.703,6414246.0043,1484799.1309,5.75,,,,,6,9898462,728526.81646,6534868427,4659175915,62631865168,5.52336,4.88636,0,1.54536,56.4853325,726.53658881,0.139044255,7.7666667e-8,21.897418083
AGO,Angola,2012,9.604,7.718,1.886,0.876416667,25107925,1246700,1427.029541,1248198.625,536221.24,710478.76,,44.31594086,128053000000,117631000000,37.10102463,,,,5.75,,,,,6,10252532,753253.53855,7772334516,5638537979,72885404631,6.03408,5.33508,0,2.28608,57.058249583,726.59120481,0.1182093307,3.8833333e-8,22.186460167
AGO,Angola,2013,10.799,9.604,1.195,0.696333333,26015786,1246700,1427.029541,1248198.625,541771.86,704928.14,,43.98775101,136710000000,126810000000,38.24899292,,,2299361.0888,5.75,,,,,6,10621492,782379.11931,8896384125,6599453741,72952284482,7.97606,7.05006,0,3.24206,53.90944825,726.53469169,0.1207534768,3.8833333e-8,22.413546167
AGO,Angola,2014,11.962,10.799,1.163,0.6415,26941773,1246700,1427.029541,1248198.625,547322.48,699377.52,,43.37372589,145712000000,136862000000,32,,,,5.75,,,,,6,11004723,811268.20344,10996982492,6940376391,67323882302,9.21666,8.14866,0,4.17266,56.946948167,726.53565077,0.1235776321,0,22.43895625
AGO,Angola,2015,12.867,11.962,0.905,0.5965,27884380,1246700,1427.029541,1248198.625,552873.1,693826.9,,43.79305267,116194000000,110286000000,42,31642625.22,,2342550.0167,5.75,,,,,6,11402381,842864.0261,10599805694,6605777276,48723590535,9.30914,8.23114,0,4.21214,52.318772833,726.53662989,0.1222241832,1.3591667e-7,22.838944167
AGO,Angola,2016,13.377,12.867,0.51,0.5505,28842482,1246700,1427.029541,1248198.625,558423.8,688276.2,39.24,42.03116989,101124000000,95850167792,41.79737854,,14614911.999,2692809.0644,5.75,0.03229,,,,6,11804734,874966.90521,9941656304,6828570644,43122816969,10.203511,9.036511,0,4.27324,54.383227917,726.59134879,0.1322420048,9.7083333e-8,22.92159325
AGO,Angola,2017,13.377,13.377,0,0.462166667,29816769,1246700,1427.029541,1248198.625,563974.3,682725.7,,40.98683548,122124000000,114618000000,43.0016098,,,,5.75,,112000000,,,6,12223456,905513.6195,12233138292,8036418730,51497116673,10.67604,9.46904,0,2.88204,54.937903083,726.5348892,0.1188846831,3.8833333e-8,22.693171667
AGO,Angola,2018,13.377,13.377,0,0.4115,30809787,1246700,1427.029541,1248198.625,569524.9,677175.1,0.11,42.52920151,101353000000,93523683283,45.29,,,,5.75,,,51.3,,6,12659938,939493.99949,8724224374,6141467808,48580166009,11.6856,10.2386,0,2.82094,54.222275583,726.53592012,0.1272737365,3.8833333e-8,22.793567917
AGO,Angola,2019,13.377,13.377,0,0.37725,31825299,1246700,1427.029541,1248198.625,,671624.4,0.06,42.29611969,89417190341,81900890781,45.67031479,,,,5.75,,,,177,6,13116712,973391.19804,5955814199,3852688561,44696767123,13.556,11.815,0,4.308,56.36762975,726.53695812,0.119325461,0,23.293410167
AGO,Angola,2020,13.38,13.377,0.003,,32866268,1246700,1427.029541,1248198.625,,666073.8,,,58375976293,53451976293,,,,,5.75,,,,,6,13415460,1117910.3064,5541452357,3986189039,26822862013,,,0,,54.3314835,726.59175638,0.1361274129,0.0000001165,22.668747833
,Anguilla,2000,0,,,4.879966188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2001,0,0,0,4.773879966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2002,0,0,0,4.031276416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2003,0,0,0,3.978233305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2004,0,0,0,4.137362637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2005,0,0,0,4.243448859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2006,0,0,0,4.455621302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2007,0,0,0,4.137362637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2008,0,0,0,3.447802198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2009,0,0,0,2.386939983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2010,0,0,0,2.04475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2011,0,0,0,1.67725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2012,0.062,0,0.062,0.876416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2013,0.062,0.062,0,0.696333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2014,1.141,0.062,1.079,0.6415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2015,1.141,1.141,0,0.5965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2016,2.141,1.141,1,0.5505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2017,2.141,2.141,0,0.462166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2018,1.141,2.141,-1,0.4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2019,1.511,1.141,0.37,0.37725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anguilla,2020,1.511,1.511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,Antigua and Barbuda,2000,0,,,4.879966188,76007,440,266.2775574,167.8600616,90,94.5,,49.32788467,826370370.4,781851481.5,97.45578003,96981.892252,60548.53012,,5.75,,,,,11,,,13196296.3,13481481.48,114788888.9,0.141,0.13113,0,0.141,42.655691417,728.09666356,0.0796861582,7.7666667e-8,25.9346075
ATG,Antigua and Barbuda,2001,0,0,0,4.773879966,77212,440,266.2775574,167.8600616,90,93.83,,49.84747696,800481481.5,775693333.3,97.60110474,,,,5.75,,,,,11,,,12914814.81,13929629.63,103122222.2,0.161,0.14973,0,0.161,42.948761167,728.17391053,0.0743229091,3.8833333e-8,26.195787333
ATG,Antigua and Barbuda,2002,0,0,0,4.031276416,78298,440,266.2775574,167.8600616,90,93.16,,50.09022903,814381481.5,772934777.8,100,,,,5.75,,,,,11,,,14096296.3,14800000,106244444.4,0.18,0.1674,0,0.18,39.7800455,728.1725124,0.0790300101,5.825e-8,26.286380833
ATG,Antigua and Barbuda,2003,0,0,0,3.978233305,79311,440,266.2775574,167.8600616,90,92.49,,52.01781082,856396296.3,817700000,97.86569977,,,,5.75,,,,,11,,,14970370.37,16311111.11,113655555.6,0.198,0.18414,0,0.198,46.292677583,728.17112409,0.0990542959,3.8833333e-8,26.35904875
ATG,Antigua and Barbuda,2004,0,0,0,4.137362637,80347,440,266.2775574,167.8600616,90,91.82,,52.66482544,919729629.6,874644296.3,97.98262787,,,,5.75,,,,,11,,,14807407.41,17066666.67,120055555.6,0.208,0.19344,0,0.208,48.095122,728.09628853,0.1490067318,0,26.17132625
ATG,Antigua and Barbuda,2005,0,0,0,4.243448859,81462,440,266.2775574,167.8600616,90,91.15,,53.75231171,1022962963,980922740.7,92.2,,,,5.75,,,,,11,,,17966666.67,18325925.93,148518518.5,0.228,0.21204,0,0.228,48.677005417,728.17363979,0.1376526232,3.8833333e-8,26.615699
ATG,Antigua and Barbuda,2006,0,0,0,4.455621302,82715,440,266.2775574,167.8600616,90,90.48,,54.92595291,1157662963,1110919630,100,,,,5.75,,,,,11,,,19125925.93,21044444.44,213614814.8,0.243,0.22599,0,0.243,44.5160845,728.17228344,0.1116949054,5.825e-8,26.384775083
ATG,Antigua and Barbuda,2007,0,0,0,4.137362637,84029,440,266.2775574,167.8600616,90,89.81,,55.74882889,1312759259,1260091852,100,96279.243727,90956.956189,,5.75,,,,,11,,,21081481.48,22244444.44,232896296.3,0.263,0.24459,0,0.263,41.909167333,728.17093428,0.10281227,5.825e-8,26.378328083
ATG,Antigua and Barbuda,2008,0,0,0,3.447802198,85394,440,266.2775574,167.8600616,90,89.14,,54.84708786,1370070370,1308986333,100,97523.255053,100873.41504,,5.75,,,,,11,,,21203703.7,21762962.96,262011111.1,0.271,0.25203,0,0.271,43.772476667,728.09607729,0.1056225091,1.9416667e-8,25.951516417
ATG,Antigua and Barbuda,2009,0.1,0,0.1,2.386939983,86743,440,266.2775574,167.8600616,90,88.47,,54.62286377,1228329630,1177509333,98.47905731,96708.928339,100659.04651,13057.406806,5.75,,,,,11,,,18322222.22,25318518.52,239044444.4,0.308,0.28644,0,0.308,46.022906833,728.17351268,0.0968206783,5.825e-8,26.16276425
ATG,Antigua and Barbuda,2010,0.1,0.1,0,2.04475,88030,440,266.2775574,167.8600616,90,87.8,,54.59251404,1148700000,1120979667,98.60040283,98851.493656,99294.168973,14724.100815,5.75,,,,,11,,,18762962.96,24770370.37,186137037,0.3192,0.296856,0,0.319,48.523698917,728.17216498,0.1427537738,1.9416667e-8,26.819526917
ATG,Antigua and Barbuda,2011,0.3,0.1,0.2,1.67725,89250,440,266.2775574,167.8600616,90,87.14,,54.9039917,1137637037,1102571926,94.55201403,98686.836523,98998.726717,13440.354127,5.75,,,,,11,,,21992592.59,25555555.56,165307407.4,0.3185,0.296205,0,0.318,51.416665083,728.17081093,0.1482145347,7.7666667e-8,26.2790555
ATG,Antigua and Barbuda,2012,0.3,0.3,0,0.876416667,90407,440,266.2775574,167.8600616,90,86.48,,55.37568283,1199948148,1160321815,100,97666.84655,99017.750797,22448.292543,5.75,,,,,11,,,22785185.19,25318518.52,171418518.5,0.3105,0.288765,0,0.31,48.170276583,728.09589545,0.1150098616,3.8833333e-8,26.3204595
ATG,Antigua and Barbuda,2013,0.4,0.3,0.1,0.696333333,91510,440,266.2775574,167.8600616,90,85.82,,56.15747833,1181448148,1142788111,100,,,,5.75,,,,,11,,,23833333.33,32362962.96,185277777.8,0.3106,0.288858,0,0.31,47.11856625,728.17334026,0.1093490971,3.8833333e-8,26.197068333
ATG,Antigua and Barbuda,2014,0.4,0.4,0,0.6415,92562,440,266.2775574,167.8600616,90,85.16,,56.715065,1249733333,1188978481,100,98158.953118,99022.9508,,5.75,,,,,11,,,20692592.59,34429629.63,202314814.8,0.3166,0.294438,0,0.316,42.687934167,728.17195389,0.0992224144,0,26.149091667
ATG,Antigua and Barbuda,2015,3.4,0.4,3,0.5965,93571,440,266.2775574,167.8600616,90,84.5,,57.32740402,1336692593,1252478556,100,98240.776315,101272.11057,,5.75,,,,,11,,,21551851.85,35862962.96,219992592.6,0.325355,0.30258015,0,0.32,44.127570083,728.17055788,0.0736739297,1.3591667e-7,26.356671833
ATG,Antigua and Barbuda,2016,3.5,3.4,0.1,0.5505,94520,440,266.2775574,167.8600616,90,83.8,,57.78125381,1436585185,1339483000,100,,,,5.75,,,,,11,,,22525925.93,39181481.48,257700000,0.328512,0.30551616,0,0.323,47.940724333,728.09556031,0.1131274466,9.7083333e-8,26.482517667
ATG,Antigua and Barbuda,2017,3.9,3.5,0.4,0.462166667,95425,440,266.2775574,167.8600616,90,83.2,4.18,57.85451508,1467977778,1389228037,100,98926.105653,104212.38938,,5.75,,,,,11,,,26329629.63,36562962.96,282155555.6,0.329142,0.30610206,0,0.323,47.659280833,728.17300229,0.1179189801,3.8833333e-8,26.3573375
ATG,Antigua and Barbuda,2018,8.3,3.9,4.4,0.4115,96282,440,266.2775574,167.8600616,90,82.5,,58.04013443,1605944444,1527993259,99.99972534,101116.57995,107061.76863,,5.75,,,,,11,,,27877777.78,39740740.74,338966666.7,0.338073,0.283073,0,0.325,41.153877167,728.1715898,0.0833346958,3.8833333e-8,26.079505
ATG,Antigua and Barbuda,2019,8.3,8.3,0,0.37725,97115,440,266.2775574,167.8600616,,81.8,,56.52974319,1687533333,1581477852,100,,,,5.75,,,,113,11,,,29251851.85,38859259.26,357133333.3,0.343,0.278,0,0.328,43.248001,728.17017979,0.0803417068,0,26.3684855
ATG,Antigua and Barbuda,2020,12.45,8.3,4.15,,97928,440,266.2775574,167.8600616,,81.2,,,1370281481,1345593296,,,,,5.75,,,,,11,,,30340740.74,33307407.41,289174074.1,,,0,,39.065861833,728.09512696,0.0997926633,0.0000001165,26.532278417
ARG,Argentina,2000,0.025,,,4.879966188,36870796,2736690,55032.20313,2690269.5,1285100,333780,,66.2210083,284204000000,276656000000,95.44536591,42657346.619,35372590.789,19897254.793,5.12,0.43884,1972900000,51.1,,10,16436817,2465522.55,13300482400,46877339400,73866930600,85.19206,73.22606,5.985,50.05406,48.101238333,727.04360366,0.1077235158,0.0079549025,13.840074375
ARG,Argentina,2001,0.026,0.025,0.001,4.773879966,37275644,2736690,55032.20313,2690269.5,1286060,330616,3.89,65.53921509,268697000000,260970000000,95.51106347,43332998.699,36099771.364,21996935.632,5.12,0.42461,945500000,53.3,,10,16504173,2858522.7124,12275651800,43241974900,67828286700,86.4844,75.3954,6.541,42.6384,49.307302917,726.85247939,0.1059128888,0.0073819263,14.532189958
ARG,Argentina,2002,0.026,0.026,0,4.031276416,37681743,2736690,55032.20313,2690269.5,1287100,327452,,65.51470184,97724004252,92763789033,96.04728699,44011684.748,36136452.876,23644815.065,5.12,0.38886,111830000,53.8,,10,16336016,3200225.5589,9974343869,19884659445,29862244294,81.12854,72.47154,5.39,39.33054,47.68459325,726.85589458,0.1067470041,0.0073102953,14.329181425
ARG,Argentina,2003,0.026,0.026,0,3.978233305,38087866,2736690,55032.20313,2690269.5,1308835,324288,0.05,66.37068176,127587000000,122452000000,96.33463287,43608575.382,36168882.309,24824247.296,5.12,0.41013,104040000,50.9,,10,16799186,2580354.9125,13177395615,28690164511,41650893935,88.1259,79.1119,7.03,46.5629,43.965346,726.8592784,0.0849689446,0.005042946,14.843413
ARG,Argentina,2004,0.026,0.026,0,4.137362637,38491970,2736690,55032.20313,2690269.5,1343450,321124,,67.20197296,164658000000,146362000000,96.61134338,44576031.256,36377672.152,25206607.751,5.12,0.40376,274000000,48.4,,10,17277472,2335914.2939,13769497386,31181294719,47449347397,95.62971,83.65271,7.313,56.96964,46.263241917,727.04482031,0.0827835975,0.0050542808,14.810275667
ARG,Argentina,2005,0.026,0.026,0,4.243448859,38892924,2736690,55032.20313,2690269.5,1377975,317960,0.14,66.29935455,198737000000,176153000000,96.87638855,44843210.238,36077338.254,24878508.733,5.12,0.42074,248600000,47.7,,10,17396830,2002375.173,15777249625,36449209846,56891104940,100.68002,88.60102,6.37,59.45594,46.323813083,726.85338789,0.0840468918,0.0075116732,14.459391883
ARG,Argentina,2006,0.026,0.026,0,4.455621302,39289876,2736690,55032.20313,2690269.5,1411040,314796,0.11,66.2899704,232557000000,224835000000,97.13230133,46049031.434,36073422.076,26310359.11,5.12,0.45216,1928000000,46.3,,13,17709282,1785095.6114,16129176943,41576107686,67914347258,111.26409,99.04709,7.153,63.818,43.132879333,726.85660743,0.0854664279,0.0061195233,15.024043708
ARG,Argentina,2007,0.026,0.026,0,4.137362637,39684303,2736690,55032.20313,2690269.5,1440330,311632,0.13,67.79528046,287531000000,279936000000,97.38516998,46847759.909,36476275.563,26354991.968,5.12,0.46007,489000000,46.2,,13,17752637,1503648.4013,21427791191,49016520323,78827167842,110.5111,100.1531,6.722,71.263,43.03084,726.85977451,0.0882011689,0.006172569,14.078693192
ARG,Argentina,2008,0.026,0.026,0,3.447802198,40080159,2736690,55032.20313,2690269.5,1442610,308468,0.2,67.24832916,361558000000,352524000000,97.64122009,47532447.372,37369559.057,27277335.145,5.12,0.47055,717750000,44.9,,13,17796615,1395254.6432,26462268579,59795791836,94990190458,114.49082,103.69982,6.85,76.17572,40.946286167,727.0452279,0.0769501978,0.0061619118,14.973236317
ARG,Argentina,2009,0.026,0.026,0,2.386939983,40482786,2736690,55032.20313,2690269.5,1437920,305304,0.17,68.27587128,332976000000,322658000000,97.90668488,47731626.779,39114351.579,28421530.575,5.12,0.58398,344250000,43.7,,13,18144303,1569482.1404,17559926037,51890313731,84190456294,116.1281,104.3041,7.59,73.782,40.3429855,726.85346225,0.0765842956,0.005914709,15.060696058
ARG,Argentina,2010,0.026,0.026,0,2.04475,40788453,2736690,55032.20313,2690269.5,1474810,302140,0.19,67.75720978,423627000000,409080000000,98.82,47712603.46,40585024.2,29869954.983,5.12,0.56104,322910000,43.6,,13,18158593,1400027.5272,30213817111,67123175368,107003000000,119.38857,111.17157,6.691,78.725,41.357251667,726.85654352,0.0800869663,0.0058556208,14.471005075
ARG,Argentina,2011,1.226,0.026,1.2,1.67725,41261490,2736690,55032.20313,2690269.5,1482810,299906,,67.11390686,530163000000,515090000000,99.0802002,47704360.588,41894855.398,31481444.661,5.12,0.56597,564600000,42.6,,13,18563047,1332826.7427,37104716625,84034582760,133668000000,122.62029,113.58529,5.894,84.60376,41.119594083,726.85963495,0.0772372947,0.0055955866,14.7492708
ARG,Argentina,2012,6.226,1.226,5,0.876416667,41733271,2736690,55032.20313,2690269.5,1492540,297672,,65.48180389,545982000000,532229000000,99.22885895,47670735.622,43184119.235,32320869.693,5.12,0.63491,593000000,41.3,,13,18728448,1352193.9063,31567304378,83081051123,133378000000,128.54358,117.71058,5.903,91.8756,44.219884417,727.04517505,0.0867332108,0.0051577108,15.163139775
ARG,Argentina,2013,8.257,6.226,2.031,0.696333333,42202935,2736690,55032.20313,2690269.5,1491990,295438,10.31,66.0415802,552025000000,538860000000,99.35622406,47272329.438,44330558.998,33012781.604,5.12,0.61849,1039000000,40.9,,13,18849614,1338322.5761,33413631490,82864793306,132519000000,132.15903,117.67703,5.7316,91.73084,40.67122475,726.85339203,0.0706375969,0.0057151865,15.041371958
ARG,Argentina,2014,8.252,8.257,-0.005,0.6415,42669500,2736690,55032.20313,2690269.5,1487000,293204,0.05,66.35066223,526320000000,514706000000,100,47559284.317,45244843.53,34560507.771,5.12,0.59396,,41.6,,13,18928695,1376116.1229,35330279235,77752039861,127777000000,131.37253,123.42653,5.258,92.40012,44.897555417,726.85660983,0.0979209806,0.0056252624,14.963070583
ARG,Argentina,2015,8.618,8.252,0.366,0.5965,43131966,2736690,55032.20313,2690269.5,1487000,290970,4.15,65.94043732,594749000000,583505000000,99.81168365,48007350.425,46128116.028,36231713.605,5.12,0.62262,120000000,,,14,19106351,1436988.6411,30669352554,84344878154,137703000000,137.56142,128.65242,6.519,97.54004,47.056809833,726.85988615,0.0923473139,0.0056917911,15.10108525
